position,positionLabel,ofLabel,jurisdictionLabel,people,example
Q28869473,Vice President of Cyprus,,,1,Q200436
Q1055894,deputy,,<noval>,1,Q47188815
Q14212,prime minister,Turkish Republic of Northern Cyprus,,1,Q47188815
Q12339722,transport minister,,,1,Q2388336
