position,person,personID,start,end
Member of the Assembly of the Republic,Ünal Üstel,Q12812869,1991-10-13,2005-02-20
Member of the Assembly of the Republic,Tahsin Ertuğruloğlu,Q2388336,1998-12-06,2018-01-07
Member of the Assembly of the Republic,Hüseyin Özgürgün,Q58174,1998-12-06,
Member of the Assembly of the Republic,Ünal Üstel,Q12812869,2009-04-19,
Member of the Assembly of the Republic,Tufan Erhürman,Q47188815,2013-07-28,
Member of the 11th Parliament of Northern Cyprus,Nazım Çavuşoğlu,Q17046176,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Özdil Nami,Q17046780,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Teberrüken Uluçay,Q17432034,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Kudret Özersay,Q19309901,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Doğuş Derya,Q20090577,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Zeki Çeler,Q20744808,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Serdar Denktaş,Q2272256,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Ersan Saner,Q28600107,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Fikri Ataoğlu,Q31189130,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Asım Akansoy,Q31189135,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Erkut Şahali,Q31189141,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Hüseyin Angolemli,Q31189142,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Dursun Oğuz,Q31189151,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Fazilet Özdenefe,Q31189157,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Özdemir Berova,Q31189158,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Kutlu Evren,Q31189159,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Armağan Candan,Q47188704,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Ayşegül Baybars,Q47188724,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Biray Hamzaoğluları,Q47188741,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Fikri Toros,Q47188756,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Salahi Şahiner,Q47188772,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Sıla Usar,Q47188791,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Koral Çağman,Q47188833,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Erek Çağatay,Q47188853,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Gülşah Manavoğlu,Q47188873,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Hasan Büyükoğlu,Q47188890,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Hasan Topal,Q47188908,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Jale Refik Rogers,Q47188923,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Mesut Genç,Q47188941,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Tolga Atakan,Q47188958,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Cemal Özyiğit,Q47188983,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Ali Pilli,Q47189001,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Faiz Sucuoğlu,Q47189019,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,İzlem Gürçağ,Q47189038,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Menteş Gündüz,Q47189058,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Oğuzhan Hasipoğlu,Q47189076,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Olgun Amcaoğlu,Q47189093,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Önder Sennaroğlu,Q47189112,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Resmiye Canaltay,Q47189127,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Yasemin Öztürk,Q47189142,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Bertan Zaroğlu,Q47189158,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Erhan Arıklı,Q47189175,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Zorlu Töre,Q6005452,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Ersin Tatar,Q6057339,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Sunat Atun,Q6060979,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Ahmet Çaluda,Q6065537,2018-01-09,
Member of the 11th Parliament of Northern Cyprus,Hasan Taçoy,Q6081184,2018-01-09,
